x, y
-2.3529411764705386, 0.09026315789473682
14.117647058823566, 0.18289473684210533
23.52941176470592, 0.24078947368421066
30.58823529411767, 0.28710526315789475
35.29411764705881, 0.31605263157894736
44.70588235294117, 0.333421052631579
56.47058823529413, 0.30736842105263185
63.52941176470588, 0.2668421052631582
79.99999999999999, 0.23210526315789481
91.76470588235294, 0.20605263157894746
105.88235294117644, 0.15394736842105258
115.2941176470588, 0.09605263157894739
122.35294117647055, 0.06710526315789483
138.82352941176464, 0.05552631578947376
160.00000000000003, 0.03815789473684211
160.00000000000003, 0.03815789473684211
171.76470588235293, 0.058421052631578985
181.17647058823522, 0.10184210526315801
195.29411764705878, 0.17421052631578965
207.05882352941168, 0.24078947368421066
218.8235294117647, 0.29000000000000015
228.23529411764704, 0.3131578947368423
239.99999999999994, 0.29000000000000015
251.76470588235284, 0.2639473684210528
263.52941176470574, 0.23210526315789481
275.2941176470588, 0.200263157894737
287.05882352941177, 0.1684210526315792
298.8235294117647, 0.11342105263157909
305.88235294117635, 0.06710526315789483
322.3529411764705, 0.04105263157894745
343.5294117647058, 0.03236842105263166
357.6470588235294, 0.05552631578947376